"diff","lwr","upr","p adj","comp"
-0.969277915192864,-3.71916848330233,1.7806126529166,0.997435177448837,"'67-45"
-0.130117428608762,-2.88000799671823,2.6197731395007,1,"'350-45"
0.189265946881739,-2.56062462122773,2.93915651499121,0.999999999998455,"'355-45"
0.840544952281413,-1.90934561582805,3.59043552039088,0.999462650432316,"'358-45"
-0.0413935807883576,-2.79128414889782,2.70849698732111,1,"'364-45"
-1.74807066042634,-4.4979612285358,1.00181990768313,0.696758918687052,"'57-49"
-1.42438785455141,-4.17427842266087,1.32550271355806,0.915081687184459,"'67-49"
-0.585227367967304,-3.33511793607677,2.16466320014216,0.999993224331863,"'350-49"
-0.265843992476802,-3.01573456058627,2.48404657563266,0.999999999815574,"'355-49"
0.385435012922871,-2.3644555551866,3.13532558103234,0.999999971352378,"'358-49"
-0.496503520146899,-3.24639408825637,2.25338704796257,0.999999181976034,"'364-49"
0.32368280587493,-2.42620776223454,3.0735733739844,0.999999997288423,"'67-57"
1.16284329245903,-1.58704727565043,3.9127338605685,0.984355433635235,"'350-57"
1.48222666794953,-1.26766390015993,4.232117236059,0.88716676490119,"'355-57"
2.13350567334921,-0.61638489476026,4.88339624145867,0.34868478596493,"'358-57"
1.25156714027944,-1.49832342783003,4.0014577083889,0.969820983543619,"'364-57"
0.839160486584102,-1.91073008152536,3.58905105469357,0.999472613618501,"'350-67"
1.1585438620746,-1.59134670603486,3.90843443018407,0.984883078523216,"'355-67"
1.80982286747428,-0.94006770063519,4.55971343558374,0.64154022132451,"'358-67"
0.927884334404506,-1.82200623370496,3.67777490251397,0.998391406255996,"'364-67"
0.319383375490502,-2.43050719261896,3.06927394359997,0.999999997738952,"'355-350"
0.970662380890175,-1.77922818721929,3.72055294899964,0.99739625609302,"'358-350"
0.0887238478204044,-2.66116672028906,2.83861441592987,1,"'364-350"
0.651279005399673,-2.09861156270979,3.40116957350914,0.999974151251902,"'358-355"
-0.230659527670097,-2.98055009577956,2.51923104043937,0.999999999973968,"'364-355"
-0.88193853306977,-3.63182910117924,1.8679520350397,0.999078157876716,"'364-358"
